Fecha,Vendedor,Región,Artículo,Categoría,Unidades,Ganancia
1/26/2016,Sarah Bond,Este,Cerveza,Comestibles,8,3.2
1/26/2016,Trevor Snodgrass,Sur,Escoba,Hogar,6,21.9
1/26/2016,Boris Stanford,Norte,Bufanda,Vestimenta,5,13.75
1/26/2016,Trevor Snodgrass,Oeste,Chocolate,Comestibles,6,2.88
1/26/2016,Trevor Snodgrass,Norte,Chocolate,Comestibles,14,6.72
1/27/2016,Sarah Bond,Este,Cerveza,Comestibles,5,2
1/27/2016,Boris Stanford,Este,Shorts,Vestimenta,6,29.4
1/27/2016,Trevor Snodgrass,Sur,Escoba,Hogar,8,29.2
1/27/2016,Steve Ashton,Este,Pepinillo,Comestibles,4,1.2
1/27/2016,Sarah Bond,Sur,Bombilla,Hogar,12,7.2
1/27/2016,Desmond Delaney,Este,Bufanda,Vestimenta,9,24.75
1/27/2016,Boris Stanford,Este,Escoba,Hogar,2,7.3
1/27/2016,Sarah Bond,Este,Limpiavidrios,Hogar,5,4
1/27/2016,Boris Stanford,Este,Pan,Comestibles,8,3.2
1/27/2016,Steve Ashton,Oeste,Escobillón,Hogar,13,11.05
1/27/2016,Sarah Bond,Este,Trapo Piso,Hogar,9,5.04
1/27/2016,Boris Stanford,Sur,Limpiavidrios,Hogar,2,1.6
1/27/2016,Desmond Delaney,Norte,Lejía,Hogar,7,21.7
1/27/2016,Boris Stanford,Oeste,Trapo Piso,Hogar,12,6.72
1/27/2016,Desmond Delaney,Oeste,Pan,Comestibles,2,0.8
1/27/2016,Steve Ashton,Norte,Gorras,Vestimenta,14,29.4
1/27/2016,Desmond Delaney,Este,Detergente,Hogar,3,7.44
1/27/2016,Trevor Snodgrass,Norte,Gorras,Vestimenta,3,6.3
1/27/2016,Desmond Delaney,Oeste,Bufanda,Vestimenta,11,30.25
1/27/2016,Dustin Gee,Oeste,Medias Femeninas,Vestimenta,14,42
1/27/2016,Dustin Gee,Este,Sandalias,Vestimenta,9,94.5
1/27/2016,Trevor Snodgrass,Sur,Bufanda,Vestimenta,12,33
1/28/2016,Dustin Gee,Este,Lejía,Hogar,9,27.9
1/28/2016,Dustin Gee,Oeste,Caramelos,Comestibles,11,6.6
1/28/2016,Dustin Gee,Oeste,Bufanda,Vestimenta,4,11
1/28/2016,Trevor Snodgrass,Oeste,Pan,Comestibles,5,2
1/28/2016,Trevor Snodgrass,Oeste,Cerveza,Comestibles,7,2.8
1/28/2016,Trevor Snodgrass,Este,Sudadera,Vestimenta,5,30
1/28/2016,Boris Stanford,Oeste,Limpiavidrios,Hogar,5,4
1/28/2016,Dustin Gee,Oeste,Shorts,Vestimenta,1,4.9
1/28/2016,Sarah Bond,Este,Sánguche de Queso,Comestibles,7,11.2
1/28/2016,Steve Ashton,Sur,Pepinillo,Comestibles,4,1.2
1/28/2016,Steve Ashton,Este,Sudadera,Vestimenta,1,6
1/28/2016,Steve Ashton,Oeste,Sandalias,Vestimenta,9,94.5
1/28/2016,Steve Ashton,Oeste,Bufanda,Vestimenta,4,11
1/28/2016,Trevor Snodgrass,Sur,Gorras,Vestimenta,8,16.8
1/28/2016,Boris Stanford,Este,Bufanda,Vestimenta,9,24.75
1/28/2016,Sarah Bond,Este,Sánguche de Queso,Comestibles,5,8
1/29/2016,Sarah Bond,Este,Trapo Piso,Hogar,4,2.24
1/29/2016,Sarah Bond,Norte,Caramelos,Comestibles,9,5.4
1/29/2016,Trevor Snodgrass,Norte,Sandalias,Vestimenta,11,115.5
1/29/2016,Sarah Bond,Este,Gorras,Vestimenta,13,27.3
1/29/2016,Boris Stanford,Este,Sánguche de Queso,Comestibles,6,9.6
1/29/2016,Steve Ashton,Sur,Detergente,Hogar,9,22.32
1/29/2016,Desmond Delaney,Sur,Sandalias,Vestimenta,2,21
1/29/2016,Steve Ashton,Oeste,Caramelos,Comestibles,4,2.4
1/29/2016,Boris Stanford,Este,Escobillón,Hogar,11,9.35
1/29/2016,Sarah Bond,Este,Gorras,Vestimenta,7,14.7
1/29/2016,Sarah Bond,Oeste,Detergente,Hogar,3,7.44
1/29/2016,Steve Ashton,Norte,Sánguche de Queso,Comestibles,15,24
1/30/2016,Dustin Gee,Oeste,Lejía,Hogar,11,34.1
1/30/2016,Steve Ashton,Oeste,Bombilla,Hogar,10,6
1/30/2016,Dustin Gee,Este,Medias Femeninas,Vestimenta,7,21
1/30/2016,Dustin Gee,Sur,Lejía,Hogar,12,37.2
1/30/2016,Boris Stanford,Norte,Soda,Comestibles,6,3.84
1/30/2016,Trevor Snodgrass,Norte,Calcetines,Vestimenta,7,15.75
1/30/2016,Dustin Gee,Este,Pepinillo,Comestibles,13,3.9
1/30/2016,Trevor Snodgrass,Oeste,Sandalias,Vestimenta,10,105
1/30/2016,Trevor Snodgrass,Este,Calcetines,Vestimenta,10,22.5
1/30/2016,Dustin Gee,Este,Trapo Piso,Hogar,12,6.72
1/30/2016,Desmond Delaney,Norte,Caramelos,Comestibles,14,8.4
1/30/2016,Trevor Snodgrass,Este,Gorras,Vestimenta,6,12.6
1/30/2016,Dustin Gee,Norte,Pan,Comestibles,14,5.6
1/31/2016,Trevor Snodgrass,Este,Sandalias,Vestimenta,6,63
1/31/2016,Sarah Bond,Sur,Calcetines,Vestimenta,7,15.75
1/31/2016,Dustin Gee,Oeste,Sánguche de Queso,Comestibles,12,19.2
1/31/2016,Desmond Delaney,Sur,Escobillón,Hogar,9,7.65
1/31/2016,Trevor Snodgrass,Oeste,Sudadera,Vestimenta,2,12
1/31/2016,Desmond Delaney,Este,Bombilla,Hogar,8,4.8
1/31/2016,Steve Ashton,Oeste,Lejía,Hogar,15,46.5
1/31/2016,Boris Stanford,Este,Sudadera,Vestimenta,6,36
1/31/2016,Boris Stanford,Este,Chocolate,Comestibles,3,1.44
1/31/2016,Steve Ashton,Norte,Detergente,Hogar,14,34.72
1/31/2016,Dustin Gee,Oeste,Caramelos,Comestibles,6,3.6
1/31/2016,Sarah Bond,Norte,Bombilla,Hogar,4,2.4
1/31/2016,Dustin Gee,Oeste,Limpiavidrios,Hogar,13,10.4
1/31/2016,Sarah Bond,Sur,Bufanda,Vestimenta,6,16.5
1/31/2016,Dustin Gee,Este,Sandalias,Vestimenta,11,115.5
1/31/2016,Dustin Gee,Este,Sánguche de Queso,Comestibles,4,6.4
1/31/2016,Dustin Gee,Norte,Escobillón,Hogar,8,6.8
1/31/2016,Trevor Snodgrass,Sur,Pepinillo,Comestibles,7,2.1
